ensembl_gene_id	GTEx_gene_id_version	Description	Adipose...Subcutaneous	Adipose...Visceral..Omentum.	Adrenal.Gland	Artery...Aorta	Artery...Coronary	Artery...Tibial	Bladder	Brain...Amygdala	Brain...Anterior.cingulate.cortex..BA24.	Brain...Caudate..basal.ganglia.	Brain...Cerebellar.Hemisphere	Brain...Cerebellum	Brain...Cortex	Brain...Frontal.Cortex..BA9.	Brain...Hippocampus	Brain...Hypothalamus	Brain...Nucleus.accumbens..basal.ganglia.	Brain...Putamen..basal.ganglia.	Brain...Spinal.cord..cervical.c.1.	Brain...Substantia.nigra	Breast...Mammary.Tissue	Cells...EBV.transformed.lymphocytes	Cells...Transformed.fibroblasts	Cervix...Ectocervix	Cervix...Endocervix	Colon...Sigmoid	Colon...Transverse	Esophagus...Gastroesophageal.Junction	Esophagus...Mucosa	Esophagus...Muscularis	Fallopian.Tube	Heart...Atrial.Appendage	Heart...Left.Ventricle	Kidney...Cortex	Liver	Lung	Minor.Salivary.Gland	Muscle...Skeletal	Nerve...Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin...Not.Sun.Exposed..Suprapubic.	Skin...Sun.Exposed..Lower.leg.	Small.Intestine...Terminal.Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole.Blood	tissue_means	sum
ENSG00000255823	ENSG00000255823.1	MTRNR2L8	2.033	1.634	4.479	1.307	1.627	1.556	2.357	9.063	6.533	7.021	3.8535	3.716	5.4185	6.268	8.192	6.665	7.317	7.479	7.039	8.5775	1.5285	3.225	1.71	1.565	1.88	1.97	2.092	2.12	1.67	2.0005	1.351	3.041	3.781	3.761	1.49	2.591	1.808	6.582	1.6195	1.403	0.71025	3.028	2.2685	2.86	3.113	2.508	2.1415	2.0975	2.121	1.7985	1.36	1.802	1.543	3.33349528301887	180.008745283019
ENSG00000256148	ENSG00000256148.1	RP11-809N8.5	2.3285	1.985	3.4425	1.593	1.892	2.512	1.272	5.3665	4.656	4.3615	2.6385	2.465	5.238	4.512	5.639	4.618	3.895	4.23	3.674	4.7135	2.261	1.6625	1.671	1.1425	1.844	2.242	3.0355	2.6375	1.825	2.486	2.355	4.633	6.237	3.551	3.115	2.471	2.079	4.143	2.189	1.492	1.132	1.224	2.23	3.128	3.068	3.192	2.0095	3.2165	1.771	2.3835	1.794	1.624	1.071	2.86693396226415	154.814433962264
ENSG00000256984	ENSG00000256984.1	RP11-551L14.6	0.21515	0.08607	0	0	0	0.127	0.3327	0	0	0	0.11415	0.1677	0	0	0	0	0	0	0	0	0.1717	0	0	0.32325	0.2031	0.1416	0.2068	0.1343	0	0.118	0	0	0	0	0	0.3333	0.1074	0	1.069	0	0	0.08186	0.23865	0.1739	0.2524	0.443	0.2189	0	0.1115	0.33775	0	0.2786	0	0.112976981132075	6.10075698113208
ENSG00000230009	ENSG00000230009.1	MTCO2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9219	0	0	0	0	0.0173943396226415	0.939294339622642
ENSG00000259045	ENSG00000259045.1	RP11-320M16.1	0.48435	0.3878	0.89915	0.3157	0.3422	0.5011	0.357	1.115	0.9947	0.8832	0.5295	0.6347	1.098	0.9577	1.1	0.917	0.7773	0.8702	0.6468	0.8705	0.4928	0.407	0.3697	0.1836	0.4021	0.4336	0.70395	0.5584	0.4196	0.50325	0.182	1.024	1.442	0.5546	0.6307	0.5242	0.4991	1.0255	0.4513	0.2501	0.221	0.217	0.3661	0.6726	0.6556	0.7388	0.3834	0.66105	0.3951	0.5148	0.3644	0.2817	0.1724	0.592138679245283	31.9754886792453
ENSG00000262118	ENSG00000262118.1	RP11-433P17.3	0.07712	0.08722	0.1507	0.1422	0.1716	0.1519	0.1848	0.083625	0.0921	0.1488	0.5218	0.594	0.1073	0.08124	0.07675	0.1232	0.1801	0.08451	0.1646	0.07405	0.12595	0.088155	0.1306	0.1415	0.3903	0.2394	0.09335	0.2081	0.05262	0.16695	0.4026	0.1508	0.104	0.06853	0.02924	0.1065	0.1549	0.063435	0.46245	1.737	0.1071	0.8353	0.29075	0.06096	0.07604	0.1021	0.10795	0.088695	0.6542	0.7027	0.4141	0.1983	0	0.223626226415094	12.0758162264151
ENSG00000263177	ENSG00000263177.1	RP11-433P17.2	0.073765	0.08424	0.18015	0.1762	0.1894	0.144	0.2957	0.072105	0.07355	0.1405	0.58105	0.6616	0.1046	0.09392	0.08794	0.1159	0.1645	0.075685	0.1499	0.050735	0.13505	0.09053	0.1333	0.34145	0.3809	0.2564	0.084045	0.21675	0.05033	0.1823	0.5388	0.1654	0.1219	0.08774	0	0.1206	0.1658	0.068355	0.53255	2.061	0.08876	0.922	0.3411	0.07436	0.08211	0.1245	0.11445	0.09433	0.6816	0.76495	0.535	0.2399	0	0.251164150943396	13.5628641509434
ENSG00000232196	ENSG00000232196.2	MTRNR2L4	0.10875	0.08334	0.1149	0.1592	0.157	0.1869	0.3441	0.09978	0.09278	0.1293	0.46745	0.6427	0.10915	0.1106	0.1086	0.1183	0.148	0.09522	0.1747	0.08051	0.14865	0.090905	0.1032	0.3978	0.4409	0.2316	0.10123	0.18395	0.05364	0.17075	0.08625	0.1464	0.1078	0.06215	0.0281	0.1254	0.1579	0.06927	0.49315	1.696	0.082245	0.7705	0.3345	0.1041	0.111	0.1047	0.12905	0.08609	0.6963	0.653	0.4452	0.2378	0	0.229826603773585	12.4106366037736
ENSG00000262158	ENSG00000262158.1	CTD-2318B16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6356	0	0	0	0	0.0119924528301887	0.647592452830189
ENSG00000262381	ENSG00000262381.1	CTD-2318B16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8235	0	0	0	0	0.0155377358490566	0.839037735849057
ENSG00000263045	ENSG00000263045.1	RP11-28B23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2137	0	0	0.1624	0	0.7002	0	0	0	0	0	0	0	0	0	0.438	0.3948	0	0	0	0.1521	0	0	0	0	0.0388905660377359	2.10009056603774
ENSG00000256618	ENSG00000256618.1	MTRNR2L1	0.1572	0.1481	0.2546	0.09224	0.1196	0.1436	0.08665	0.794	0.6303	0.7826	0.41315	0.3827	0.5198	0.5557	0.77	0.6779	0.8299	0.7046	0.4857	0.7283	0.1346	0.1403	0.0853	0.04979	0	0.1838	0.1708	0.1835	0.1143	0.16525	0.07061	0.3029	0.4429	0.4103	0.1525	0.1557	0.07713	0.2184	0.1224	0.08462	0.0592	0.1337	0.15755	0.1446	0.1433	0.1312	0.1074	0.17475	0.199	0.1372	0.1007	0.08869	0.1059	0.268394905660377	14.4933249056604
ENSG00000262902	ENSG00000262902.1	RP11-750B16.1	2.971	2.409	4.937	1.855	2.174	3.213	2.764	7.192	6.274	5.9115	3.372	3.776	6.5655	6.178	6.914	5.617	4.975	5.933	4.102	5.826	2.725	2.184	2.122	1.718	2.194	2.747	4.497	3.2985	2.395	3.165	2.46	6.129	8.883	4.454	4.304	2.999	2.771	5.7325	2.765	1.85	1.401	1.491	2.3305	3.619	3.826	4.598	2.8175	4.4205	2.432	2.9385	1.922	2.117	1.354	3.72866037735849	201.347660377358
ENSG00000271749	ENSG00000271749.1	RP11-269G24.7	0	0.1673	0	0	0	0	0.2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1409	0	0.543	0	0.2599	0	0	0	0	0	0	0	0	0	0	0.3471	0.2201	0	0.3359	0	0	0.2122	0.20145	0.2181	0.1603	0	0	0	0.5264	0	0.1705	0.2254	0	0.0743367924528302	4.01418679245283
ENSG00000267541	ENSG00000267541.1	RP11-380M21.2	5.8015	5.289	7.526	3.267	4.394	4.32	4.393	11.295	10.66	12.525	7.417	7.866	9.3965	10.24	11.54	10.9	11.42	13.41	10.62	13.32	5.4795	4.068	4.086	3.2975	4.397	6.921	8.112	6.2525	4.332	6.526	4.101	7.164	11.44	10.62	6.738	4.818	4.754	6.9655	4.8715	3.455	2.7565	4.299	6.2715	5.47	5.791	7.148	4.5875	6.7755	4.726	5.769	3.576	4.052	2.463	6.74874528301887	364.432245283019
ENSG00000224747	ENSG00000224747.1	AP001065.7	0.3255	0.23	0.076975	0.4611	0.2794	0.2084	1.456	0.05268	0.0456	0.039275	0	0	0.039995	0.04276	0.02173	0.1515	0.06338	0.03049	0.1859	0.0361	0.39225	0.14735	0.0995	0.38055	0.4951	1.781	0.63195	0.6828	0.1929	0.5131	0.4599	0.1402	0.06109	0.02455	0.6602	0.4303	0.317	0	1.446	1.152	0.08151	0.1337	0.2284	0.4846	0.5133	0.2428	0.09962	0.4139	0.9436	0.1462	0.5813	0.5584	0	0.343053867924528	18.5249088679245
ENSG00000223431	ENSG00000223431.1	MTND6P21	0.2324	0.1547	0	0.27	0.201	0.09217	0.7229	0	0	0	0	0	0	0	0	0.08883	0.0296	0	0.09204	0	0.2599	0	0	0.2172	0.5187	1.544	0.48575	0.44545	0.1087	0.34095	0.4128	0.09705	0.03594	0	0.5221	0.3122	0.2036	0	0.92075	0.9233	0.063365	0.08842	0.14395	0.3401	0.2756	0.1724	0.0844	0.31785	0.5012	0.0856	0.4107	0.3826	0	0.22826820754717	12.3264832075472
ENSG00000227999	ENSG00000227999.1	MTND5P1	0.7746	0.5107	0.19195	1.05	0.7059	0.4496	2.07	0.1806	0.1694	0.12095	0.07891	0.08794	0.14915	0.1171	0.09375	0.3722	0.196	0.080615	0.4275	0.084115	0.78785	0.2746	0.16	0.86655	1.145	5.235	1.517	1.63	0.4277	1.1585	1.013	0.2921	0.155	0.1196	2.22	1.042	0.6854	0.04873	3.0605	2.678	0.2055	0.4021	0.71065	1.083	1.048	0.5151	0.3659	0.95335	1.115	0.3857	1.4	1.271	0.02446	0.79070320754717	42.6979732075472
ENSG00000256045	ENSG00000256045.1	MTRNR2L10	0.14125	0.1504	0.31035	0.09364	0.1346	0.1534	0.08746	1.1125	0.8625	0.89135	0.4876	0.4766	0.66435	0.7173	0.9133	0.7939	0.9947	0.9805	0.5743	1.0295	0.13395	0.1364	0.1072	0.07241	0.05409	0.1851	0.20265	0.22975	0.1142	0.1959	0.05616	0.3546	0.4749	0.4057	0.1681	0.1438	0.1007	0.21685	0.1363	0.09485	0.05172	0.1582	0.1575	0.1299	0.1532	0.1555	0.12305	0.2025	0.2377	0.1278	0.09067	0.07582	0.1077	0.319327735849057	17.2436977358491
ENSG00000230916	ENSG00000230916.2	RP11-10B2.1	0.4037	0.3791	0.79625	0.2651	0.3249	0.471	0.4019	1.082	1.014	1.0195	0.536	0.5826	1.17	1.041	1.085	0.9808	0.9042	0.97975	0.7631	0.85875	0.4008	0.3594	0.3196	0.1425	0.4337	0.3702	0.6842	0.51505	0.3758	0.4801	0.49	0.9912	1.514	0.6225	0.6244	0.4556	0.4477	0.9108	0.3928	0.2246	0.2234	0.1871	0.35965	0.5725	0.5803	0.7688	0.4218	0.6413	0.3482	0.44385	0.2749	0.241	0.1696	0.58577358490566	31.6317735849057
ENSG00000232177	ENSG00000232177.1	MTND4P24	1.23	1.165	1.722	0.6139	0.711	0.8245	0.8892	2.056	1.607	1.9145	1.21	1.591	1.7885	1.478	1.893	1.773	1.621	1.808	1.573	1.73	1.19	0.84455	0.6982	0.46905	1.202	1.166	1.2985	1.2955	0.7248	1.252	1.289	1.677	2.406	1.5	1.529	1.038	1.111	1.523	1.073	0.7165	0.53555	0.8377	1.3605	1.085	1.021	1.3	0.7651	1.4745	1.096	1.2575	0.8141	0.7355	0.3702	1.24253490566038	67.0968849056604
